,Concurso,Data Sorteio,Dezena1,Dezena2,Dezena3,Dezena4,Dezena5,Dezena6,Arrecadacao_Total,Ganhadores_Sena,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio
1054,1055,2009-03-11 00:00:00,27,32,15,12,20,16,0,2,5273833.35,86,15552.99,6311,211.94,NÃO,0,1500000
1055,1056,2009-03-14 00:00:00,38,8,50,53,59,6,0,1,1872397.32,23,44193.23,2350,432.53,NÃO,0,1600000
1056,1057,2009-03-18 00:00:00,15,49,59,4,3,2,0,0,0,46,18772.07,3923,220.12,SIM,1590685.29,3000000
1057,1058,2009-03-21 00:00:00,20,51,57,45,24,18,0,1,3671709.67,50,22593.98,3853,293.2,NÃO,0,1800000
1058,1059,2009-03-25 00:00:00,37,1,14,45,12,16,0,1,1600783.97,63,13793.6,4089,212.52,NÃO,0,8000000
1059,1060,2009-03-28 00:00:00,1,41,3,18,16,42,0,1,8287163.48,60,20333.07,5220,233.71,NÃO,0,1500000
1060,1061,2009-04-01 00:00:00,9,41,56,23,21,30,0,0,0,29,29790.04,2579,334.98,SIM,1591415.12,3500000
1061,1062,2009-04-04 00:00:00,55,8,2,37,23,33,0,0,0,114,9967.04,6442,176.38,SIM,3684492.68,6000000
1062,1063,2009-04-08 00:00:00,49,1,22,47,44,50,0,0,0,68,17776.43,4202,287.67,SIM,5911224.82,8000000
1063,1064,2009-04-11 00:00:00,28,4,19,16,49,29,0,0,0,74,15699.66,5517,210.58,SIM,14524789.16,17000000
1064,1065,2009-04-15 00:00:00,7,57,19,43,39,30,0,0,0,72,23596.92,6501,261.34,SIM,17654485.48,21000000
1065,1066,2009-04-18 00:00:00,10,43,49,32,25,6,0,0,0,115,18205.45,8153,256.79,SIM,21511165.79,25000000
1066,1067,2009-04-22 00:00:00,14,10,56,25,4,28,0,0,0,172,11762.29,10795,267.73,SIM,25237954.47,30000000
1067,1068,2009-04-25 00:00:00,44,48,25,57,27,47,0,0,0,146,19264.05,10795,372.2,SIM,30418969.33,36000000
1068,1069,2009-04-29 00:00:00,28,17,49,53,45,9,0,1,36400425.15,275,11807.55,16287,284.8,NÃO,0,17000000
1069,1070,2009-05-02 00:00:00,41,53,8,23,5,16,0,2,8120833.45,302,4478.33,8729,221.34,NÃO,0,1500000
1070,1071,2009-05-06 00:00:00,5,37,43,7,53,54,0,0,0,56,17508.53,3846,364.19,SIM,1806143.13,4000000
1071,1072,2009-05-09 00:00:00,19,18,54,47,43,9,0,0,0,47,27186.35,4915,371.38,SIM,4159908.54,7000000
1072,1073,2009-05-13 00:00:00,44,36,32,8,34,25,0,0,0,66,20356.35,5305,361.79,SIM,6634811.63,9000000
1073,1074,2009-05-16 00:00:00,3,47,10,50,29,23,0,0,0,111,13830.94,7099,308.94,SIM,16976970.12,20000000
1074,1075,2009-05-20 00:00:00,53,39,16,21,10,12,0,0,0,119,15845.68,7179,375.22,SIM,20450510.01,25000000
1075,1076,2009-05-23 00:00:00,32,33,10,19,42,4,0,0,0,102,21442.45,8656,360.96,SIM,24479432.11,30000000
1076,1077,2009-05-27 00:00:00,11,6,18,5,37,9,41658547,2,14486088.42,300,8129.73,19219,181.28,NÃO,0,2000000
1077,1078,2009-05-30 00:00:00,3,6,45,34,41,43,18069091.25,0,0,47,22507.73,3645,414.6,SIM,1948695.28,4000000
1078,1079,2009-06-03 00:00:00,36,12,37,24,5,28,19331149.25,1,4033499.58,150,7545.01,8339,193.88,NÃO,0,12000000
1079,1080,2009-06-06 00:00:00,56,11,20,41,34,18,24493897.75,0,0,59,24305.19,4152,493.39,SIM,12716777.49,16000000
1080,1081,2009-06-10 00:00:00,9,56,29,52,16,24,30459672.25,0,0,109,16360.33,7213,353.18,SIM,16001758.39,20000000
1081,1082,2009-06-13 00:00:00,4,40,50,17,55,38,31139440.5,0,0,63,28937.66,5460,476.99,SIM,19360050.18,23000000
1082,1083,2009-06-17 00:00:00,20,28,42,23,10,43,38208360.75,0,0,70,31956.08,6647,480.75,SIM,23480703.04,28000000
1083,1084,2009-06-20 00:00:00,20,5,29,59,40,33,42873020.75,0,0,108,23240.93,7731,463.81,SIM,39437088.95,45000000
1084,1085,2009-06-24 00:00:00,39,50,21,12,40,55,60876961.25,0,0,81,44000.86,7674,663.47,SIM,46002479.88,55000000
1085,1086,2009-06-27 00:00:00,45,4,6,23,10,2,89142866.75,4,13904065.2,954,5470.55,52159,142.93,NÃO,0,2000000
1086,1087,2009-07-01 00:00:00,36,46,28,32,3,20,20190770.25,0,0,58,20380.65,4426,381.53,SIM,2177511.76,4000000
1087,1088,2009-07-04 00:00:00,24,42,35,31,6,57,25640480.25,0,0,78,19245.3,5886,364.33,SIM,4942757.79,8000000
1088,1089,2009-07-08 00:00:00,37,48,32,2,18,20,27422916.5,0,0,93,17263.31,6101,375.93,SIM,23035860.57,27000000
1089,1090,2009-07-11 00:00:00,24,9,40,20,36,42,38322847.5,0,0,175,12820.74,10325,310.42,SIM,27168860.47,32000000
1090,1091,2009-07-15 00:00:00,27,56,17,24,49,23,46937052.75,0,0,146,18821.58,12471,314.78,SIM,32230875.61,38000000
1091,1092,2009-07-18 00:00:00,40,30,1,9,33,34,56228327.75,0,0,130,25322.41,11224,418.98,SIM,38294925.87,45000000
1092,1093,2009-07-22 00:00:00,27,49,38,23,41,19,70710811.5,0,0,299,13845.47,18464,320.29,SIM,45920866.95,56000000
1093,1094,2009-07-25 00:00:00,10,9,48,36,41,21,92189270.25,1,55863193.02,211,25579.45,18534,416.01,NÃO,0,25000000
1094,1095,2009-07-29 00:00:00,27,23,36,10,21,16,35408194.5,0,0,168,12339.22,10462,283.06,SIM,24452986.89,29000000
1095,1096,2009-08-01 00:00:00,3,41,52,14,13,16,46234424.25,0,0,102,26537.4,9766,395.95,SIM,29439225.73,35000000
1096,1097,2009-08-05 00:00:00,21,48,33,1,56,17,50705642.75,1,34907671.59,242,12266.88,13115,323.35,NÃO,0,2000000
1097,1098,2009-08-08 00:00:00,30,20,21,11,50,52,24632326.25,1,2656519.77,49,29430.83,3434,599.92,NÃO,0,2500000
1098,1099,2009-08-12 00:00:00,55,44,38,35,14,31,21735883.75,0,0,42,30298.5,3392,535.94,SIM,14459242.92,17000000
1099,1100,2009-08-15 00:00:00,41,33,17,18,7,42,34452773.25,0,0,119,16950.03,10353,278.32,SIM,18174867.35,23000000
1100,1101,2009-08-19 00:00:00,7,12,57,6,24,10,38343704,1,22310116.55,284,7904.4,17901,179.14,NÃO,0,2000000
1101,1102,2009-08-22 00:00:00,46,23,9,35,11,51,22023282.75,0,0,83,15534.5,5695,323.43,SIM,2375142.54,5000000
1102,1103,2009-08-26 00:00:00,41,19,10,28,55,56,23717776.25,0,0,47,29544,5696,348.25,SIM,4933030.92,8000000
1103,1104,2009-08-29 00:00:00,3,35,58,49,2,6,28992726,0,0,95,17867.29,6982,347.29,SIM,18060804.99,21000000
1104,1105,2009-09-02 00:00:00,43,1,50,28,57,15,35396452,1,21878202.24,135,15350.38,7144,414.39,NÃO,0,2000000
1105,1106,2009-09-05 00:00:00,4,15,50,60,43,47,20175874.25,0,0,37,31924.48,3139,537.57,SIM,2175905.27,5000000
1106,1107,2009-09-09 00:00:00,36,20,54,9,3,53,21516050,0,0,85,14819.61,6294,285.91,SIM,4496344.33,7000000
1107,1108,2009-09-12 00:00:00,60,44,7,39,43,9,29595212,0,0,71,24403.73,5791,427.42,SIM,7688095.88,12000000
1108,1109,2009-09-16 00:00:00,11,52,14,6,29,8,30862658,0,0,141,12814.67,8371,308.35,SIM,20340725.12,24000000
1109,1110,2009-09-19 00:00:00,26,45,6,28,42,14,40292586,2,12343077.59,217,10870.72,11277,298.83,NÃO,0,2000000
1110,1111,2009-09-23 00:00:00,4,43,25,9,33,32,19480656,1,2100928.15,52,21932.77,5266,309.39,NÃO,0,2000000
1111,1112,2009-09-26 00:00:00,4,34,52,32,58,43,20626242,0,0,43,28083.09,3283,525.46,SIM,2224476.04,5000000
1112,1113,2009-09-30 00:00:00,47,36,29,59,3,6,22419202,2,2321158.61,82,16006.62,5947,315.29,NÃO,0,2000000
1113,1114,2009-10-03 00:00:00,16,3,22,54,25,15,21424482,1,2310563.74,65,19297.02,5054,354.54,NÃO,0,11000000
1114,1115,2009-10-07 00:00:00,44,41,18,50,37,30,25131470,0,0,26,56589.75,3005,699.46,SIM,11132729.77,14000000
1115,1116,2009-10-10 00:00:00,17,20,4,47,9,13,31648022,1,14545870.49,259,7153.85,14186,186.58,NÃO,0,2000000
1116,1117,2009-10-14 00:00:00,27,35,40,1,6,17,16153514,0,0,36,26269.86,3143,429.85,SIM,1742106.23,4000000
1117,1118,2009-10-17 00:00:00,55,44,8,20,43,21,22874788,0,0,30,44640.5,2965,645.24,SIM,4209080.96,7000000
1118,1119,2009-10-21 00:00:00,44,54,41,45,34,10,22981012,0,0,22,61156.09,2684,716.11,SIM,14740142.18,18000000
1119,1120,2009-10-24 00:00:00,50,55,7,35,44,40,33081040,0,0,63,30741.97,4116,672.2,SIM,18307829.45,22000000
1120,1121,2009-10-28 00:00:00,18,4,59,54,56,17,34452964,1,22023474.44,94,21458.13,6105,471.99,NÃO,0,2000000
1121,1122,2009-10-31 00:00:00,49,44,56,26,46,55,19222788,0,0,20,56270.34,2425,662.97,SIM,2073117.88,4000000
1122,1123,2009-11-04 00:00:00,19,4,39,14,45,60,18010282,0,0,51,20674.9,3386,444.86,SIM,4015470.76,6000000
1123,1124,2009-11-07 00:00:00,49,11,7,18,16,33,25236404,0,0,122,12110.47,7528,280.37,SIM,15550005.71,20000000
1124,1125,2009-11-11 00:00:00,7,42,56,29,33,3,32858866,1,19093732.19,263,7314.59,11744,234,NÃO,0,2500000
1125,1126,2009-11-14 00:00:00,59,31,57,4,52,42,19735086,0,0,21,55019.03,2186,755.06,SIM,2128367.63,5000000
1126,1127,2009-11-18 00:00:00,24,8,14,5,29,30,20985848,3,1463875.35,152,8083.07,7135,245.99,NÃO,0,2000000
1127,1128,2009-11-21 00:00:00,60,8,39,52,24,16,17652896,1,1903809.92,43,24034.81,3389,435.65,NÃO,0,2000000
1128,1129,2009-11-25 00:00:00,47,19,17,12,32,55,16567972,0,0,75,12933.06,4068,340.63,SIM,9094554.71,12000000
1129,1130,2009-11-28 00:00:00,23,49,32,54,18,5,27408748,0,0,279,5751.46,9245,247.95,SIM,12050502.92,15000000
1130,1131,2009-12-02 00:00:00,49,34,36,1,16,8,34001962,0,0,119,16728.24,7753,366.8,SIM,15717508.75,20000000
1131,1132,2009-12-05 00:00:00,52,30,27,12,55,33,38359728,0,0,104,21594.12,7799,411.36,SIM,19854486.1,24000000
1132,1133,2009-12-09 00:00:00,16,5,58,39,10,21,37311790,1,23878446.59,111,19679.6,8648,360.84,NÃO,0,2500000
1133,1134,2009-12-12 00:00:00,29,36,56,22,9,51,21551532,0,0,53,23806.49,3770,478.11,SIM,13077964.72,16000000
1134,1135,2009-12-16 00:00:00,5,4,19,39,6,23,29603144,1,16270571.71,127,13646.69,9233,268.15,NÃO,0,2000000
1135,1136,2009-12-19 00:00:00,7,31,32,37,43,34,21230956,0,0,41,30316.49,4242,418.59,SIM,2289692.56,5000000
1136,1137,2009-12-22 00:00:00,21,28,19,25,50,43,14493008,0,0,33,25712.12,2763,438.7,SIM,3852718.38,6000000
1137,1138,2009-12-24 00:00:00,4,25,18,15,36,2,19145820,0,0,118,9499.16,6796,235.62,SIM,5917535.51,7500000
1138,1139,2009-12-26 00:00:00,36,42,37,9,28,31,13557048,0,0,25,31748.14,2049,553.37,SIM,61731493.11,120000000
1139,1140,2009-12-31 00:00:00,49,58,40,46,10,27,435346884,2,72450747.46,734,34724.23,55988,650.33,NÃO,0,1500000
1140,1141,2010-01-02 00:00:00,40,9,37,58,50,60,5610856,0,0,6,54748.35,683,687.07,SIM,605113.35,2000000
1141,1142,2010-01-06 00:00:00,28,31,15,58,3,26,17301930,0,0,66,15347.72,3640,397.54,SIM,2471072.68,5000000
1142,1143,2010-01-09 00:00:00,35,47,60,44,30,3,21700966,0,0,52,24432.56,3686,492.4,SIM,4811454.35,7000000
1143,1144,2010-01-13 00:00:00,19,10,49,18,1,44,22142094,0,0,92,14090.42,6105,303.33,SIM,11724753.92,15000000
1144,1145,2010-01-16 00:00:00,19,3,60,33,24,16,28855462,1,14836725.73,129,13095.79,8734,276.31,NÃO,0,2000000
1145,1146,2010-01-20 00:00:00,10,34,53,33,28,6,16304810,0,0,53,18010.8,3641,374.53,SIM,1758423.03,4000000
1146,1147,2010-01-23 00:00:00,23,39,52,31,6,33,20872116,0,0,30,40732.25,3040,574.23,SIM,4009415.81,7000000
1147,1148,2010-01-27 00:00:00,48,32,29,55,27,28,20929302,0,0,37,33116.63,3792,461.61,SIM,6266575.92,9000000
1148,1149,2010-01-30 00:00:00,46,54,8,36,7,23,25751354,0,0,91,16567.3,6998,307.76,SIM,16684537.21,20000000
1149,1150,2010-02-03 00:00:00,28,17,35,52,31,15,30139020,0,0,58,30422.46,5033,500.83,SIM,19934936.77,24000000
1150,1151,2010-02-06 00:00:00,1,25,4,14,21,51,35293022,0,0,101,20457.88,7455,395.94,SIM,23741179.41,28000000
1151,1152,2010-02-10 00:00:00,47,36,44,29,20,14,37101290,0,0,99,21940.52,6884,450.75,SIM,27742438.13,32000000
1152,1153,2010-02-13 00:00:00,55,46,34,17,19,6,42232896,0,0,148,16706.38,9655,365.84,SIM,32297124.6,34000000
1153,1154,2010-02-17 00:00:00,4,14,21,26,12,28,26100894,0,0,141,10837.51,8206,266.02,SIM,46695017.02,52000000
1154,1155,2010-02-20 00:00:00,28,58,41,40,51,20,61880258,0,0,76,47668.53,6061,853.89,SIM,53368610.37,61000000
1155,1156,2010-02-24 00:00:00,31,49,44,24,9,48,76877700,0,0,210,21432.57,15420,416.97,SIM,61659631.2,70000000
1156,1157,2010-02-27 00:00:00,46,9,43,41,49,29,102544866,4,18179694.01,248,24207.8,19079,449.52,NÃO,0,2500000
1157,1158,2010-03-03 00:00:00,23,31,60,55,30,54,21846804,0,0,38,33658.71,2442,748.23,SIM,2356109.85,5000000
1158,1159,2010-03-06 00:00:00,53,46,5,6,34,55,29453948,0,0,72,23949.93,7628,322.94,SIM,25368068.86,30000000
1159,1160,2010-03-10 00:00:00,40,5,3,48,1,18,41908820,1,29887804.73,118,20792.97,10504,333.69,NÃO,0,2000000
1160,1161,2010-03-13 00:00:00,48,47,7,4,42,51,22587152,0,0,43,30752.91,4214,448.29,SIM,2435954.08,5000000
1161,1162,2010-03-17 00:00:00,31,25,18,41,22,30,23890622,0,0,43,32527.61,3308,604.02,SIM,5012483.34,8000000
1162,1163,2010-03-20 00:00:00,5,51,31,53,47,17,28875932,0,0,72,23479.92,6107,395.46,SIM,8126662.78,12000000
1163,1164,2010-03-24 00:00:00,17,6,14,40,49,26,29005080,0,0,56,30323.49,5145,471.5,SIM,21170174.38,25000000
1164,1165,2010-03-27 00:00:00,20,52,60,42,54,40,38087576,0,0,70,31855.07,3923,812,SIM,25277800.98,30000000
1165,1166,2010-03-31 00:00:00,35,28,54,30,22,31,41027618,0,0,86,27930,6211,552.47,SIM,29702501.97,35000000
1166,1167,2010-04-03 00:00:00,43,28,56,20,52,51,39708236,0,0,44,52834.93,4342,764.86,SIM,33984911.71,39000000
1167,1168,2010-04-07 00:00:00,47,20,4,56,53,5,50462180,0,0,97,30457.03,8380,503.63,SIM,39427100.86,47000000
1168,1169,2010-04-10 00:00:00,14,1,11,23,42,48,62859000,1,46206248.49,179,20559.27,12185,431.45,NÃO,0,19000000
1169,1170,2010-04-14 00:00:00,46,11,27,34,49,13,31138258,1,19095125.12,228,7995.63,10746,242.34,NÃO,0,2000000
1170,1171,2010-04-17 00:00:00,41,3,10,30,57,13,22664280,0,0,79,16796.08,5610,337.88,SIM,2444272.09,5000000
1171,1172,2010-04-20 00:00:00,28,52,6,43,12,56,18538888,0,0,90,12059.64,6438,240.83,SIM,4443633.49,7000000
1172,1173,2010-04-24 00:00:00,7,25,24,36,5,47,28108632,0,0,140,11754.52,9619,244.4,SIM,7475062,10000000
1173,1174,2010-04-28 00:00:00,7,52,6,51,47,39,28791936,0,0,38,44358.87,4174,576.91,SIM,19341429.43,22000000
1174,1175,2010-04-30 00:00:00,2,3,12,37,47,16,30584616,0,0,77,23254.42,6958,367.63,SIM,22639885.13,26000000
1175,1176,2010-05-05 00:00:00,21,11,49,14,33,30,40516056,0,0,102,23255.21,7379,459.22,SIM,27009415.74,33000000
1176,1177,2010-05-08 00:00:00,33,52,55,47,38,50,46418328,1,32015488.03,78,34840.8,6269,619.27,NÃO,0,2000000
1177,1178,2010-05-12 00:00:00,1,53,22,50,45,30,19655986,0,0,27,42621.06,2330,705.56,SIM,2119836.94,5000000
1178,1179,2010-05-15 00:00:00,59,28,47,60,22,5,25567678,0,0,99,15119.91,5765,370.92,SIM,15909470.94,20000000
1179,1180,2010-05-19 00:00:00,60,12,34,30,44,57,33176212,0,0,70,27747.38,5176,536.07,SIM,19487422.2,24000000
1180,1181,2010-05-22 00:00:00,44,18,45,31,26,20,40659128,0,0,67,35528.46,5964,570.18,SIM,23872382.69,29000000
1181,1182,2010-05-26 00:00:00,52,29,56,60,2,4,40959376,0,0,82,29243.72,7157,478.64,SIM,28289723.98,34000000
1182,1183,2010-05-29 00:00:00,12,5,10,20,29,37,49002816,4,8393631.32,545,5264.03,21948,186.73,NÃO,0,2500000
1183,1184,2010-06-02 00:00:00,4,23,27,28,9,30,20256366,0,0,134,8850.14,7342,230.75,SIM,14661502.87,18000000
1184,1185,2010-06-05 00:00:00,54,10,2,43,21,35,29288102,0,0,96,17861.3,5571,439.69,SIM,17820133.57,22000000
1185,1186,2010-06-09 00:00:00,41,12,15,7,13,8,36225720,1,21726964.78,196,10820.67,12126,249.85,NÃO,0,1500000
1186,1187,2010-06-12 00:00:00,8,49,43,17,40,19,20990400,0,0,42,29259.35,4013,437.46,SIM,2263749.35,5000000
1187,1188,2010-06-16 00:00:00,60,52,59,9,44,20,20701566,0,0,32,37874.46,3164,547.21,SIM,4496348.84,7000000
1188,1189,2010-06-19 00:00:00,50,21,14,35,31,27,25805114,0,0,44,34335.73,4064,531.06,SIM,16296089.09,20000000
1189,1190,2010-06-23 00:00:00,11,53,56,37,10,19,30752700,2,9806336.06,146,12331.72,7261,354.22,NÃO,0,2000000
1190,1191,2010-06-26 00:00:00,25,22,11,16,33,3,18169908,0,0,138,7708.45,6525,232.89,SIM,1959568.05,4000000
1191,1192,2010-06-30 00:00:00,49,17,20,59,57,52,19450952,0,0,34,33493.09,2691,604.53,SIM,4057292.71,6500000
1192,1193,2010-07-03 00:00:00,12,54,2,32,14,9,22466636,0,0,72,18268.32,5845,321.47,SIM,6480249.51,9000000
1193,1194,2010-07-07 00:00:00,24,53,41,6,13,50,25291720,0,0,54,27420.66,4511,468.92,SIM,17080404.23,21000000
1194,1195,2010-07-10 00:00:00,27,17,57,26,55,20,33032140,1,20642817.77,63,30696.54,4448,621.1,NÃO,0,2000000
1195,1196,2010-07-14 00:00:00,60,3,20,19,58,6,17725202,0,0,85,12208.59,5086,291.48,SIM,1911607.9,5000000
1196,1197,2010-07-17 00:00:00,39,54,36,37,60,49,22316318,0,0,35,37329.11,2662,701.14,SIM,4318353.37,7000000
1197,1198,2010-07-21 00:00:00,29,22,36,58,41,48,23482624,0,0,52,26438.48,3708,529.66,SIM,6850881.31,9500000
1198,1199,2010-07-24 00:00:00,58,28,23,39,16,19,27352780,0,0,71,22554.66,5692,401.91,SIM,18200523.7,22000000
1199,1200,2010-07-28 00:00:00,10,3,39,54,56,11,33518376,1,21815376.29,91,21564.27,6489,432.01,NÃO,0,2000000
1200,1201,2010-07-31 00:00:00,36,32,55,49,60,28,19058168,0,0,67,16653.27,3425,465.38,SIM,2055364.13,5000000
1201,1202,2010-08-04 00:00:00,9,60,11,53,48,8,20920800,0,0,63,19441.55,4195,417.1,SIM,4311607.33,7000000
1202,1203,2010-08-07 00:00:00,55,30,33,9,7,38,25095694,0,0,99,14840.8,6138,341.95,SIM,7018099.86,10000000
1203,1204,2010-08-11 00:00:00,10,25,5,39,52,43,26275440,0,0,95,16192.71,6613,332.31,SIM,18316592.66,22000000
1204,1205,2010-08-14 00:00:00,14,4,26,35,29,13,36208214,0,0,141,15034.23,9645,313.97,SIM,22221535.91,27000000
1205,1206,2010-08-18 00:00:00,2,11,37,36,48,6,38590864,0,0,112,20172.5,8526,378.55,SIM,26383440.55,31000000
1206,1207,2010-08-21 00:00:00,32,35,22,9,56,11,46011358,0,0,108,24942.19,8377,459.37,SIM,31345622.39,37000000
1207,1208,2010-08-25 00:00:00,45,12,1,26,54,20,51832516,0,0,125,24276.47,9464,458.06,SIM,36935598.02,43000000
1208,1209,2010-08-28 00:00:00,30,17,38,14,5,35,64118190,0,0,251,14955.49,16146,332.13,SIM,59900458.51,70000000
1209,1210,2010-09-01 00:00:00,3,7,9,10,31,34,124600180,0,0,993,7346.2,57447,181.4,SIM,73338200.39,85000000
1210,1211,2010-09-04 00:00:00,36,54,3,31,15,48,177888800,7,13217564.89,981,10616.29,44163,336.88,NÃO,0,2000000
1211,1212,2010-09-08 00:00:00,35,50,2,23,33,40,18443790,0,0,28,38564.29,2326,663.18,SIM,1989105.38,4000000
1212,1213,2010-09-11 00:00:00,3,53,45,11,34,26,28112394,0,0,111,14827.5,6156,381.93,SIM,5020939.63,8000000
1213,1214,2010-09-15 00:00:00,5,41,29,36,30,48,29803386,0,0,87,20055.78,6593,378.07,SIM,33917085.84,40000000
1214,1215,2010-09-18 00:00:00,47,51,10,50,30,25,52992216,0,0,144,21544.81,10052,440.91,SIM,39632131.51,46000000
1215,1216,2010-09-22 00:00:00,7,25,4,58,13,27,57159394,0,0,555,6029.59,26524,180.23,SIM,45796594.37,53000000
1216,1217,2010-09-25 00:00:00,5,43,28,15,11,50,69238306,0,0,266,15239.05,16184,357.81,SIM,53263730.31,61000000
1217,1218,2010-09-29 00:00:00,33,23,29,46,10,31,86469726,0,0,211,23992.46,17290,418.27,SIM,62589221.31,75000000
1218,1219,2010-10-02 00:00:00,34,37,41,53,2,33,107640740,0,0,220,28644.89,17919,502.4,SIM,99517334.59,115000000
1219,1220,2010-10-06 00:00:00,48,55,52,43,5,15,181969176,1,119142144.3,377,28258.54,30478,499.35,NÃO,0,3000000
1220,1221,2010-10-09 00:00:00,46,5,58,37,14,43,26146224,0,0,102,15007.28,5864,372.91,SIM,2819788.93,6000000
1221,1222,2010-10-13 00:00:00,26,19,48,57,5,8,24254156,0,0,121,11735.29,7404,273.97,SIM,5435524.2,8000000
1222,1223,2010-10-16 00:00:00,17,15,48,42,35,47,35565226,0,0,358,5816.15,9411,316.07,SIM,9271123.19,13000000
1223,1224,2010-10-20 00:00:00,41,19,57,53,21,27,37770716,1,13344577.42,124,17833.09,6867,460.02,NÃO,0,23000000
1224,1225,2010-10-23 00:00:00,32,55,34,31,50,40,39382110,1,24970852.82,36,64045.66,3825,861.11,NÃO,0,2000000
1225,1226,2010-10-27 00:00:00,31,55,56,50,40,10,22114710,0,0,57,22714.31,9917,186.5,SIM,2385002.68,5000000
1226,1227,2010-10-30 00:00:00,35,31,4,30,54,28,28377038,1,5445377.96,463,3588.23,5301,447.71,NÃO,0,1600000
1227,1228,2010-11-03 00:00:00,36,10,60,52,50,23,18171942,0,0,43,24741.5,3050,498.3,SIM,1959787.41,5000000
1228,1229,2010-11-06 00:00:00,12,49,60,32,30,40,27891626,0,0,42,38879.24,2827,825.16,SIM,14182939,18000000
1229,1230,2010-11-10 00:00:00,37,35,12,22,19,9,34852882,0,0,110,18549.8,9272,314.38,SIM,17941713.91,22000000
1230,1231,2010-11-13 00:00:00,20,27,49,5,23,39,41183828,1,22383261.66,161,14975.94,9961,345.79,NÃO,0,2000000
1231,1232,2010-11-17 00:00:00,12,18,15,8,11,22,18310616,0,0,161,6658.4,7374,207.68,SIM,1974742.97,4500000
1232,1233,2010-11-20 00:00:00,49,22,59,29,32,54,24496594,0,0,33,43459.53,3057,670.2,SIM,4616624.43,8000000
1233,1234,2010-11-24 00:00:00,3,5,24,19,30,35,26346304,0,0,120,12853.8,9102,242.09,SIM,17300360.17,21000000
1234,1235,2010-11-27 00:00:00,16,49,55,20,10,26,35707024,0,0,83,25186.56,6028,495.42,SIM,21151251.64,25000000
1235,1236,2010-12-01 00:00:00,17,20,38,8,53,3,37987018,0,0,136,16352.7,9270,342.72,SIM,25248033.37,30000000
1236,1237,2010-12-04 00:00:00,26,21,39,5,18,59,45457850,1,30150521.09,132,20161.75,9303,408.67,NÃO,0,2000000
1237,1238,2010-12-08 00:00:00,40,45,24,14,13,39,20265740,0,0,41,28938.22,3065,553,SIM,2185597.01,5000000
1238,1239,2010-12-11 00:00:00,15,1,48,37,39,52,26507920,0,0,57,27226.64,3794,584.35,SIM,16292399.49,20000000
1239,1240,2010-12-15 00:00:00,22,42,49,8,12,9,33280228,0,0,123,15840.7,8257,337.1,SIM,19881568.56,24000000
1240,1241,2010-12-18 00:00:00,13,26,25,10,28,45,38582506,0,0,181,12479.72,12556,257,SIM,24042571.82,26000000
1241,1242,2010-12-20 00:00:00,54,45,51,11,34,48,15206152,0,0,19,46855.32,2046,621.59,SIM,25682508,29000000
1242,1243,2010-12-22 00:00:00,32,19,23,57,9,29,36481150,0,0,139,15365.51,8401,363.18,SIM,29616886.54,34000000
1243,1244,2010-12-24 00:00:00,45,8,34,15,2,25,34804982,0,0,124,16432.85,9080,320.59,SIM,104122626,200000000
1244,1245,2010-12-31 00:00:00,34,10,37,50,43,2,472524744,4,48598800.01,1561,17722.09,94921,416.34,NÃO,0,2000000
1245,1246,2011-01-05 00:00:00,59,10,37,57,40,43,19919216,0,0,46,25351.73,3939,422.94,SIM,2148225.48,4700000
1246,1247,2011-01-08 00:00:00,9,11,24,3,51,36,25486842,0,0,164,9098.41,9543,223.37,SIM,4896902.11,8000000
1247,1248,2011-01-12 00:00:00,20,33,58,34,57,60,26909134,0,0,86,18318.69,3832,587.31,SIM,7798968.5,11000000
1248,1249,2011-01-15 00:00:00,3,40,8,53,51,36,31331494,1,11177972.67,103,17808.9,5887,445.12,NÃO,0,9000000
1249,1250,2011-01-19 00:00:00,59,1,2,40,51,24,24818540,0,0,61,23819.88,4394,472.4,SIM,9702756.58,12000000
1250,1251,2011-01-22 00:00:00,48,27,34,52,46,5,30378346,0,0,261,6814.23,9795,259.39,SIM,12978966.7,17000000
1251,1252,2011-01-26 00:00:00,35,2,51,14,49,39,30827508,0,0,67,26937.47,4975,518.25,SIM,16303617.54,20000000
1252,1253,2011-01-29 00:00:00,2,51,17,44,43,23,32285876,0,0,99,19092.84,7284,370.71,SIM,19785548.84,24000000
1253,1254,2011-02-02 00:00:00,9,29,18,7,14,39,37458520,0,0,142,15443.85,9454,331.38,SIM,34384817.93,40000000
1254,1255,2011-02-05 00:00:00,23,5,54,39,38,51,49433152,0,0,155,18671.52,11485,359.98,SIM,39716029.61,46000000
1255,1256,2011-02-09 00:00:00,26,38,33,35,53,43,53756440,0,0,121,26009.88,8843,508.42,SIM,45513494.46,52000000
1256,1257,2011-02-12 00:00:00,27,15,30,52,26,2,64072694,2,26211767.61,154,24358.21,11765,455.48,NÃO,0,2500000
1257,1258,2011-02-16 00:00:00,47,26,11,57,59,55,20773872,0,0,27,45045.03,2688,646.37,SIM,2240397.48,5000000
1258,1259,2011-02-19 00:00:00,39,54,58,46,4,6,26806906,0,0,74,21208.42,5240,427.86,SIM,19695537.06,23000000
1259,1260,2011-02-23 00:00:00,19,23,31,53,29,41,36464798,0,0,70,30497.83,5798,526,SIM,23628152.1,28000000
